Province/State,Country,Last Update,Confirmed,Deaths,Recovered
Yunnan,Mainland China,1/2/2020 15:53,93,0,2
Liaoning,Mainland China,1/2/2020 15:23,64,0,1
Hainan,Mainland China,2/2/2020 1:03,63,1,1
Shanxi,Mainland China,1/2/2020 23:33,56,0,1
Tianjin,Mainland China,2/2/2020 2:03,45,0,0
Gansu,Mainland China,1/2/2020 15:43,40,0,0
Guizhou,Mainland China,2/2/2020 1:03,38,0,2
Ningxia,Mainland China,2/2/2020 1:43,28,0,0
Inner Mongolia,Mainland China,2/2/2020 3:43,27,0,1
Jilin,Mainland China,2/2/2020 2:33,23,0,1
Xinjiang,Mainland China,2/2/2020 0:43,21,0,0
,Japan,1/2/2020 18:53,20,0,1
,Thailand,1/31/2020 10:37,19,0,5
,Singapore,2/2/2020 1:03,18,0,0
,South Korea,2/2/2020 2:23,15,0,0
Hong Kong,Hong Kong,2/2/2020 1:03,14,0,0
Taiwan,Taiwan,1/31/2020 15:20,10,0,0
Qinghai,Mainland China,1/2/2020 5:37,9,0,0
,Germany,1/2/2020 23:33,8,0,0
,Malaysia,1/31/2020 8:15,8,0,0
Macau,Macau,1/31/2020 8:15,7,0,0
,France,1/2/2020 1:52,6,0,0
,Vietnam,1/2/2020 7:38,6,0,1
New South Wales,Australia,1/2/2020 18:12,4,0,2
Victoria,Australia,1/2/2020 18:12,4,0,0
,United Arab Emirates,1/31/2020 8:15,4,0,0
Queensland,Australia,1/2/2020 18:12,2,0,0
Ontario,Canada,1/2/2020 18:12,3,0,0
,Italy,1/31/2020 8:15,2,0,0
,Philippines,2/2/2020 3:33,2,1,0
,Russia,1/31/2020 16:13,2,0,0
,UK,1/2/2020 1:52,2,0,0
"Chicago, IL",US,1/2/2020 19:43,2,0,0
South Australia,Australia,1/2/2020 18:12,2,0,0
,Cambodia,1/31/2020 8:15,1,0,0
British Columbia,Canada,1/2/2020 18:12,1,0,0
,Finland,1/31/2020 8:15,1,0,0
,India,1/31/2020 8:15,1,0,0
Tibet,Mainland China,1/2/2020 1:52,1,0,0
,Nepal,1/31/2020 8:15,1,0,0
,Spain,1/2/2020 23:43,1,0,0
,Sri Lanka,1/31/2020 8:15,1,0,0
,Sweden,1/2/2020 2:13,1,0,0
"Boston, MA",US,1/2/2020 19:43,1,0,0
"Los Angeles, CA",US,1/2/2020 19:53,1,0,0
"Orange, CA",US,1/2/2020 19:53,1,0,0
"Santa Clara, CA",US,1/2/2020 19:53,1,0,0
"Seattle, WA",US,1/2/2020 19:43,1,0,0
"Tempe, AZ",US,1/2/2020 19:43,1,0,0
Hubei,Mainland China,2/2/2020 23:43,11177,350,295
Zhejiang,Mainland China,3/2/2020 1:33,724,0,36
Guangdong,Mainland China,3/2/2020 1:33,683,0,15
Henan,Mainland China,3/2/2020 1:03,566,2,14
Hunan,Mainland China,3/2/2020 1:33,521,0,16
Anhui,Mainland China,3/2/2020 0:53,408,0,7
Jiangxi,Mainland China,3/2/2020 1:33,391,0,18
Chongqing,Mainland China,2/2/2020 23:33,300,2,7
Jiangsu,Mainland China,3/2/2020 1:03,271,0,7
Sichuan,Mainland China,3/2/2020 1:03,254,1,12
Shandong,Mainland China,3/2/2020 1:13,246,0,6
Shanghai,Mainland China,3/2/2020 0:03,193,1,10
Beijing,Mainland China,2/2/2020 8:43,191,1,9
Fujian,Mainland China,2/2/2020 3:43,159,0,0
Guangxi,Mainland China,3/2/2020 0:13,127,0,2
Shaanxi,Mainland China,2/2/2020 3:23,116,0,0
Hebei,Mainland China,3/2/2020 0:23,113,1,3
Yunnan,Mainland China,2/2/2020 18:03,105,0,3
Heilongjiang,Mainland China,2/2/2020 3:23,95,2,2
Hainan,Mainland China,3/2/2020 0:43,71,1,4
Liaoning,Mainland China,2/2/2020 18:03,70,0,1
Shanxi,Mainland China,2/2/2020 23:23,66,0,3
Gansu,Mainland China,2/2/2020 23:43,51,0,3
Tianjin,Mainland China,2/2/2020 9:43,48,0,1
Guizhou,Mainland China,3/2/2020 1:03,46,0,2
Jilin,Mainland China,3/2/2020 0:53,31,0,1
Ningxia,Mainland China,2/2/2020 1:43,28,0,0
Inner Mongolia,Mainland China,2/2/2020 3:43,27,0,1
Xinjiang,Mainland China,3/2/2020 1:13,24,0,0
,Japan,1/2/2020 18:53,20,0,1
,Thailand,1/31/2020 10:37,19,0,5
,Singapore,2/2/2020 1:03,18,0,0
Hong Kong,Hong Kong,2/2/2020 23:53,15,0,0
,South Korea,2/2/2020 2:23,15,0,0
Qinghai,Mainland China,2/2/2020 5:33,11,0,0
,Germany,2/2/2020 18:03,10,0,0
Taiwan,Taiwan,1/31/2020 15:20,10,0,0
Macau,Macau,2/2/2020 4:23,8,0,0
,Malaysia,1/31/2020 8:15,8,0,0
,France,1/2/2020 1:52,6,0,0
,Vietnam,1/2/2020 7:38,6,0,1
,United Arab Emirates,2/2/2020 5:43,5,0,0
New South Wales,Australia,1/2/2020 18:12,4,0,2
Victoria,Australia,1/2/2020 18:12,4,0,0
Ontario,Canada,1/2/2020 18:12,3,0,0
Queensland,Australia,2/2/2020 22:33,2,0,0
South Australia,Australia,2/2/2020 22:33,2,0,0
,India,2/2/2020 6:03,2,0,0
,Italy,1/31/2020 8:15,2,0,0
,Philippines,2/2/2020 3:33,2,1,0
,Russia,1/31/2020 16:13,2,0,0
,UK,1/2/2020 1:52,2,0,0
"Chicago, IL",US,1/2/2020 19:43,2,0,0
"Santa Clara, CA",US,3/2/2020 0:43,2,0,0
,Cambodia,1/31/2020 8:15,1,0,0
British Columbia,Canada,1/2/2020 18:12,1,0,0
,Finland,1/31/2020 8:15,1,0,0
Tibet,Mainland China,1/2/2020 1:52,1,0,0
,Nepal,1/31/2020 8:15,1,0,0
,Spain,1/2/2020 23:43,1,0,0
,Sri Lanka,1/31/2020 8:15,1,0,0
,Sweden,1/2/2020 2:13,1,0,0
"Boston, MA",US,1/2/2020 19:43,1,0,0
"Los Angeles, CA",US,1/2/2020 19:53,1,0,0
"Orange, CA",US,1/2/2020 19:53,1,0,0
"Seattle, WA",US,1/2/2020 19:43,1,0,0
"Tempe, AZ",US,1/2/2020 19:43,1,0,0
Hubei,Mainland China,2/4/2020 1:23,13522,414,396
Zhejiang,Mainland China,2/4/2020 1:43,829,0,48
Guangdong,Mainland China,2/4/2020 1:43,797,0,21
Henan,Mainland China,2/4/2020 1:23,675,2,20
Hunan,Mainland China,2/4/2020 1:43,593,0,22
Anhui,Mainland China,2/4/2020 0:43,480,0,14
Jiangxi,Mainland China,2/4/2020 1:43,476,0,19
Chongqing,Mainland China,2/3/2020 23:43,337,2,9
Jiangsu,Mainland China,2/4/2020 1:03,308,0,8
Sichuan,Mainland China,2/4/2020 1:43,282,1,14
Shandong,Mainland China,2/4/2020 0:53,270,0,7
Beijing,Mainland China,2/3/2020 9:23,212,1,12
Shanghai,Mainland China,2/4/2020 0:13,208,1,10
Fujian,Mainland China,2/3/2020 11:33,179,0,1
Heilongjiang,Mainland China,2/4/2020 0:53,155,2,2
Shaanxi,Mainland China,2/4/2020 2:33,142,0,1
Guangxi,Mainland China,2/4/2020 0:33,139,0,7
Hebei,Mainland China,2/4/2020 0:23,126,1,3
Yunnan,Mainland China,2/3/2020 23:23,117,0,5
Hainan,Mainland China,2/4/2020 0:43,79,1,4
Liaoning,Mainland China,2/3/2020 17:11,74,0,1
Shanxi,Mainland China,2/3/2020 23:13,74,0,2
Tianjin,Mainland China,2/3/2020 13:53,60,0,1
Guizhou,Mainland China,2/4/2020 1:03,56,0,2
Gansu,Mainland China,2/3/2020 23:03,55,0,3
Jilin,Mainland China,2/4/2020 0:23,42,0,1
Inner Mongolia,Mainland China,2/3/2020 3:03,34,0,1
Ningxia,Mainland China,2/4/2020 2:13,34,0,1
Xinjiang,Mainland China,2/4/2020 1:33,29,0,0
,Japan,2/1/2020 18:53,20,0,1
,Thailand,1/31/2020 10:37,19,0,5
,Singapore,2/2/2020 1:03,18,0,0
Hong Kong,Hong Kong,2/2/2020 23:53,15,0,0
Qinghai,Mainland China,2/4/2020 1:33,15,0,0
,South Korea,2/2/2020 2:23,15,0,0
,Germany,2/3/2020 20:53,12,0,0
Taiwan,Taiwan,1/31/2020 15:20,10,0,0
Macau,Macau,2/2/2020 4:23,8,0,0
,Malaysia,1/31/2020 8:15,8,0,0
,Vietnam,2/3/2020 21:43,8,0,1
,France,2/1/2020 1:52,6,0,0
,United Arab Emirates,2/2/2020 5:43,5,0,0
New South Wales,Australia,2/1/2020 18:12,4,0,2
Victoria,Australia,2/1/2020 18:12,4,0,0
,India,2/3/2020 21:43,3,0,0
Queensland,Australia,2/2/2020 22:33,2,0,0
South Australia,Australia,2/2/2020 22:33,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,2,0,0
,Italy,1/31/2020 8:15,2,0,0
,Philippines,2/2/2020 3:33,2,1,0
,Russia,1/31/2020 16:13,2,0,0
,UK,2/1/2020 1:52,2,0,0
"Chicago, IL",US,2/1/2020 19:43,2,0,0
"San Benito, CA",US,2/3/2020 3:53,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,2,0,0
,Cambodia,1/31/2020 8:15,1,0,0
British Columbia,Canada,2/1/2020 18:12,1,0,0
"London, ON",Canada,2/4/2020 0:03,1,0,0
,Finland,1/31/2020 8:15,1,0,0
Tibet,Mainland China,2/1/2020 1:52,1,0,0
,Nepal,1/31/2020 8:15,1,0,0
,Spain,2/1/2020 23:43,1,0,0
,Sri Lanka,1/31/2020 8:15,1,0,0
,Sweden,2/1/2020 2:13,1,0,0
"Boston, MA",US,2/1/2020 19:43,1,0,0
"Los Angeles, CA",US,2/1/2020 19:53,1,0,0
"Orange, CA",US,2/1/2020 19:53,1,0,0
"Seattle, WA",US,2/1/2020 19:43,1,0,0
"Tempe, AZ",US,2/1/2020 19:43,1,0,0
